geoid,stCode,coCode,geography,planningArea,PL_FIPS,MCD2,year,population
3401528185,34,15,Greenwich Township,Growing Suburb,28185,28185,2004,4984
3400728800,34,7,Haddon Heights Borough,Developed Community,28800,28800,2004,7415
3400728740,34,7,Haddon Township,Developed Community,28740,28740,2004,14488
3400728770,34,7,Haddonfield Borough,Developed Community,28770,28770,2004,11541
3400529010,34,5,Hainesport Township,Growing Suburb,29010,29010,2004,6045
3402129310,34,21,Hamilton Township,Developed Community,29310,29310,2004,88992
3401530180,34,15,Harrison Township,Growing Suburb,30180,30180,2004,10868
4209133088,42,91,Hatboro Borough,Developed Community,33088,33088,2004,7299
4209133112,42,91,Hatfield Borough,Developed Community,33112,33112,2004,2872
4209133120,42,91,Hatfield Township,Growing Suburb,33120,33120,2004,17223
4204533144,42,45,Haverford Township,Developed Community,33144,33144,2004,48615
4201733224,42,17,Haycock Township,Rural Area,33224,33224,2004,2331
4202934448,42,29,Highland Township,Rural Area,34448,34448,2004,1177
3402131620,34,21,Hightstown Borough,Developed Community,31620,31620,2004,5265
4201734952,42,17,Hilltown Township,Growing Suburb,34952,34952,2004,12270
3400732220,34,7,Hi-Nella Borough,Developed Community,32220,32220,2004,1014
4202935528,42,29,Honey Brook Borough,Developed Community,35528,35528,2004,1450
4202935536,42,29,Honey Brook Township,Rural Area,35536,35536,2004,6591
3402133150,34,21,Hopewell Borough,Developed Community,33150,33150,2004,2030
3402133180,34,21,Hopewell Township,Rural Area,33180,33180,2004,17379
4209135808,42,91,Horsham Township,Growing Suburb,35808,35808,2004,24949
4201736192,42,17,Hulmeville Borough,Developed Community,36192,36192,2004,874
4201737304,42,17,Ivyland Borough,Developed Community,37304,37304,2004,691
4209138000,42,91,Jenkintown Borough,Developed Community,38000,38000,2004,4421
4202939352,42,29,Kennett Square Borough,Developed Community,39352,39352,2004,5273
4202939344,42,29,Kennett Township,Growing Suburb,39344,39344,2004,7012
4201741392,42,17,Langhorne Borough,Developed Community,41392,41392,2004,1972
4201741416,42,17,Langhorne Manor Borough,Developed Community,41416,41416,2004,1080
4209141432,42,91,Lansdale Borough,Developed Community,41432,41432,2004,15954
4204541440,42,45,Lansdowne Borough,Developed Community,41440,41440,2004,10763
3400739210,34,7,Laurel Springs Borough,Developed Community,39210,39210,2004,1939
3400739420,34,7,Lawnside Borough,Developed Community,39420,39420,2004,2745
3402139510,34,21,Lawrence Township,Developed Community,39510,39510,2004,31027
4209143312,42,91,Limerick Township,Growing Suburb,43312,43312,2004,16196
3400740440,34,7,Lindenwold Borough,Developed Community,40440,40440,2004,17212
3401541160,34,15,Logan Township,Growing Suburb,41160,41160,2004,6096
4202944440,42,29,London Britain Township,Rural Area,44440,44440,2004,2951
4202944480,42,29,London Grove Township,Growing Suburb,44480,44480,2004,5723
4202944456,42,29,Londonderry Township,Rural Area,44456,44456,2004,1828
4204544888,42,45,Lower Chichester Township,Developed Community,44888,44888,2004,3488
4209144912,42,91,Lower Frederick Township,Rural Area,44912,44912,2004,4864
4209144920,42,91,Lower Gwynedd Township,Developed Community,44920,44920,2004,11058
4201744968,42,17,Lower Makefield Township,Developed Community,44968,44968,2004,32550
4209144976,42,91,Lower Merion Township,Developed Community,44976,44976,2004,58265
4209145008,42,91,Lower Moreland Township,Developed Community,45008,45008,2004,11678
4202945040,42,29,Lower Oxford Township,Rural Area,45040,45040,2004,4876
4209145072,42,91,Lower Pottsgrove Township,Growing Suburb,45072,45072,2004,11818
4209145080,42,91,Lower Providence Township,Growing Suburb,45080,45080,2004,23934
4209145096,42,91,Lower Salford Township,Growing Suburb,45096,45096,2004,13839
4201745112,42,17,Lower Southampton Township,Developed Community,45112,45112,2004,18960
3400542060,34,5,Lumberton Township,Growing Suburb,42060,42060,2004,12186
3400742630,34,7,Magnolia Borough,Developed Community,42630,42630,2004,4361
4202946792,42,29,Malvern Borough,Developed Community,46792,46792,2004,3082
3400543290,34,5,Mansfield Township,Rural Area,43290,43290,2004,7717
3401543440,34,15,Mantua Township,Growing Suburb,43440,43440,2004,14846
3400543740,34,5,Maple Shade Township,Developed Community,43740,43740,2004,19178
4204547344,42,45,Marcus Hook Borough,Developed Community,47344,47344,2004,2260
4209147592,42,91,Marlborough Township,Rural Area,47592,47592,2004,3249
4204547616,42,45,Marple Township,Developed Community,47616,47616,2004,23460
3400545210,34,5,Medford Lakes Borough,Developed Community,45210,45210,2004,4184
3400545120,34,5,Medford Township,Growing Suburb,45120,45120,2004,23356
4204548480,42,45,Media Borough,Developed Community,48480,48480,2004,5438
3400745510,34,7,Merchantville Borough,Developed Community,45510,45510,2004,3796
4201749120,42,17,Middletown Township,Developed Community,49120,49120,2004,47102
4204549136,42,45,Middletown Township,Developed Community,49136,49136,2004,16009
4201749384,42,17,Milford Township,Rural Area,49384,49384,2004,9358
4204549504,42,45,Millbourne Borough,Developed Community,49504,49504,2004,917
4202950232,42,29,Modena Borough,Developed Community,50232,50232,2004,602
3401547250,34,15,Monroe Township,Growing Suburb,47250,47250,2004,30940
4209150640,42,91,Montgomery Township,Growing Suburb,50640,50640,2004,24081
3400547880,34,5,Moorestown Township,Developed Community,47880,47880,2004,19886
4201751144,42,17,Morrisville Borough,Developed Community,51144,51144,2004,9804
4204551176,42,45,Morton Borough,Developed Community,51176,51176,2004,2655
3400748750,34,7,Mount Ephraim Borough,Developed Community,48750,48750,2004,4447
3400548900,34,5,Mount Holly Township,Developed Community,48900,48900,2004,10671
3400549020,34,5,Mount Laurel Township,Developed Community,49020,49020,2004,40364
4209152664,42,91,Narberth Borough,Developed Community,52664,52664,2004,4172
3401549680,34,15,National Park Borough,Developed Community,49680,49680,2004,3213
4204553104,42,45,Nether Providence Township,Developed Community,53104,53104,2004,13244
4201753296,42,17,New Britain Borough,Developed Community,53296,53296,2004,2307
4201753304,42,17,New Britain Township,Growing Suburb,53304,53304,2004,10624
4202953608,42,29,New Garden Township,Growing Suburb,53608,53608,2004,10638
3400551510,34,5,New Hanover Township,Developed Community,51510,51510,2004,9652
4209153664,42,91,New Hanover Township,Rural Area,53664,53664,2004,8458
4201753712,42,17,New Hope Borough,Developed Community,53712,53712,2004,2252
4202953816,42,29,New London Township,Rural Area,53816,53816,2004,5359
3401551390,34,15,Newfield Borough,Developed Community,51390,51390,2004,1654
4202953784,42,29,Newlin Township,Rural Area,53784,53784,2004,1194
4201754184,42,17,Newtown Borough,Developed Community,54184,54184,2004,2257
4201754192,42,17,Newtown Township,Growing Suburb,54192,54192,2004,18907
4204554224,42,45,Newtown Township,Growing Suburb,54224,54224,2004,11735
4201754576,42,17,Nockamixon Township,Rural Area,54576,54576,2004,3607
4209154656,42,91,Norristown Borough,Developed Community,54656,54656,2004,30811
4202954936,42,29,North Coventry Township,Growing Suburb,54936,54936,2004,7588
3400553070,34,5,North Hanover Township,Rural Area,53070,53070,2004,7500
4209155512,42,91,North Wales Borough,Developed Community,55512,55512,2004,3309
4201754688,42,17,Northampton Township,Developed Community,54688,54688,2004,40541
4204555664,42,45,Norwood Borough,Developed Community,55664,55664,2004,5837
3400753880,34,7,Oaklyn Borough,Developed Community,53880,53880,2004,4107
4202957480,42,29,Oxford Borough,Developed Community,57480,57480,2004,4676
3400555800,34,5,Palmyra Borough,Developed Community,55800,55800,2004,7611
4202958032,42,29,Parkesburg Borough,Developed Community,58032,58032,2004,3418
4204558176,42,45,Parkside Borough,Developed Community,58176,58176,2004,2206
3401557150,34,15,Paulsboro Borough,Developed Community,57150,57150,2004,6118
3400557480,34,5,Pemberton Borough,Developed Community,57480,57480,2004,1315
3400557510,34,5,Pemberton Township,Rural Area,57510,57510,2004,28774
4202958808,42,29,Penn Township,Growing Suburb,58808,58808,2004,4140
4201758936,42,17,Penndel Borough,Developed Community,58936,58936,2004,2392
3402157600,34,21,Pennington Borough,Developed Community,57600,57600,2004,2683
3400757660,34,7,Pennsauken Township,Developed Community,57660,57660,2004,35375
4209159120,42,91,Pennsburg Borough,Developed Community,59120,59120,2004,3267
4202959136,42,29,Pennsbury Township,Growing Suburb,59136,59136,2004,3851
4201759384,42,17,Perkasie Borough,Developed Community,59384,59384,2004,8716
4209159392,42,91,Perkiomen Township,Growing Suburb,59392,59392,2004,8225
4210160000,42,101,Philadelphia,Core City,60000,60000,2004,1514658
4202960120,42,29,Phoenixville Borough,Developed Community,60120,60120,2004,14902
3400758770,34,7,Pine Hill Borough,Developed Community,58770,58770,2004,11163
3400758920,34,7,Pine Valley Borough,Developed Community,58920,58920,2004,22
3401559070,34,15,Pitman Borough,Developed Community,59070,59070,2004,9285
4201761616,42,17,Plumstead Township,Growing Suburb,61616,61616,2004,11784
4209161664,42,91,Plymouth Township,Developed Community,61664,61664,2004,16053
4202961800,42,29,Pocopson Township,Growing Suburb,61800,61800,2004,3383
4209162416,42,91,Pottstown Borough,Developed Community,62416,62416,2004,21609
3402160900,34,21,Princeton Borough,Developed Community,60900,60900,2004,30653
4204562792,42,45,Prospect Park Borough,Developed Community,62792,62792,2004,6427
4201763048,42,17,Quakertown Borough,Developed Community,63048,63048,2004,8813
4204563264,42,45,Radnor Township,Developed Community,63264,63264,2004,30872
4209163808,42,91,Red Hill Borough,Developed Community,63808,63808,2004,2365
4201764536,42,17,Richland Township,Growing Suburb,64536,64536,2004,11979
4201764584,42,17,Richlandtown Borough,Developed Community,64584,64584,2004,1343
4204564832,42,45,Ridley Park Borough,Developed Community,64832,64832,2004,7025
4204564800,42,45,Ridley Township,Developed Community,64800,64800,2004,30114
4201764856,42,17,Riegelsville Borough,Developed Community,64856,64856,2004,845
3400563510,34,5,Riverside Township,Developed Community,63510,63510,2004,7950
3400563660,34,5,Riverton Borough,Developed Community,63660,63660,2004,2738
3402163850,34,21,Robbinsville Township,Growing Suburb,77210,63850,2004,11307
4209165568,42,91,Rockledge Borough,Developed Community,65568,65568,2004,2544
4204566192,42,45,Rose Valley Borough,Developed Community,66192,66192,2004,925
4209166576,42,91,Royersford Borough,Developed Community,66576,66576,2004,4308
3400765160,34,7,Runnemede Borough,Developed Community,65160,65160,2004,8471
4204566928,42,45,Rutledge Borough,Developed Community,66928,66928,2004,837
4202967080,42,29,Sadsbury Township,Rural Area,67080,67080,2004,3055
4209167528,42,91,Salford Township,Rural Area,67528,67528,2004,2498
4202968288,42,29,Schuylkill Township,Growing Suburb,68288,68288,2004,7538
4209168328,42,91,Schwenksville Borough,Developed Community,68328,68328,2004,1357
4201769248,42,17,Sellersville Borough,Developed Community,69248,69248,2004,4489
3400566810,34,5,Shamong Township,Rural Area,66810,66810,2004,6785
4204569752,42,45,Sharon Hill Borough,Developed Community,69752,69752,2004,5325
4201770744,42,17,Silverdale Borough,Developed Community,70744,70744,2004,974
4209171016,42,91,Skippack Township,Growing Suburb,71016,71016,2004,12083
4201771752,42,17,Solebury Township,Rural Area,71752,71752,2004,8754
3400768340,34,7,Somerdale Borough,Developed Community,68340,68340,2004,5137
4209171856,42,91,Souderton Borough,Developed Community,71856,71856,2004,6710
4202972072,42,29,South Coatesville Borough,Developed Community,72072,72072,2004,1004
4202972088,42,29,South Coventry Township,Rural Area,72088,72088,2004,2245
3401569030,34,15,South Harrison Township,Rural Area,69030,69030,2004,2842
3400568610,34,5,Southampton Township,Rural Area,68610,68610,2004,10877
4202972920,42,29,Spring City Borough,Developed Community,72920,72920,2004,3275
4204573032,42,45,Springfield Township,Developed Community,73032,73032,2004,23009
4209173088,42,91,Springfield Township,Developed Community,73088,73088,2004,19336
3400569990,34,5,Springfield Township,Rural Area,69990,69990,2004,3513
4201773016,42,17,Springfield Township,Rural Area,73016,73016,2004,4991
3400771220,34,7,Stratford Borough,Developed Community,71220,71220,2004,7168
4204575648,42,45,Swarthmore Borough,Developed Community,75648,75648,2004,6128
3401571850,34,15,Swedesboro Borough,Developed Community,71850,71850,2004,2058
3400572060,34,5,Tabernacle Township,Rural Area,72060,72060,2004,7295
3400772240,34,7,Tavistock Borough,Developed Community,72240,72240,2004,24
4201776304,42,17,Telford Borough,Developed Community,76304,76304,2004,2174
4209176304,42,91,Telford Borough,Developed Community,76304,76304,2004,2448
4202976568,42,29,Thornbury Township,Growing Suburb,76568,76568,2004,2920
4204576576,42,45,Thornbury Township,Growing Suburb,76576,76576,2004,6599
4204576792,42,45,Tinicum Township,Developed Community,76792,76792,2004,4240
4201776784,42,17,Tinicum Township,Rural Area,76784,76784,2004,4226
4209177152,42,91,Towamencin Township,Growing Suburb,77152,77152,2004,17960
4204577288,42,45,Trainer Borough,Developed Community,77288,77288,2004,1858
4209177304,42,91,Trappe Borough,Developed Community,77304,77304,2004,3415
4202977344,42,29,Tredyffrin Township,Growing Suburb,77344,77344,2004,28901
3402174000,34,21,Trenton City,Core City,74000,74000,2004,84524
4201777704,42,17,Trumbauersville Borough,Developed Community,77704,77704,2004,1065
4201777744,42,17,Tullytown Borough,Developed Community,77744,77744,2004,1989
4204578712,42,45,Upland Borough,Developed Community,78712,78712,2004,2900
4204578776,42,45,Upper Chichester Township,Developed Community,78776,78776,2004,16899
4204579000,42,45,Upper Darby Township,Developed Community,79000,79000,2004,79444
4209179008,42,91,Upper Dublin Township,Developed Community,79008,79008,2004,26380
4209179040,42,91,Upper Frederick Township,Rural Area,79040,79040,2004,3654
4209179056,42,91,Upper Gwynedd Township,Developed Community,79056,79056,2004,14482
4209179064,42,91,Upper Hanover Township,Rural Area,79064,79064,2004,5305
4201779128,42,17,Upper Makefield Township,Rural Area,79128,79128,2004,8070
4209179136,42,91,Upper Merion Township,Developed Community,79136,79136,2004,26912
4209179176,42,91,Upper Moreland Township,Developed Community,79176,79176,2004,24803
4202979208,42,29,Upper Oxford Township,Rural Area,79208,79208,2004,2363
4209179240,42,91,Upper Pottsgrove Township,Growing Suburb,79240,79240,2004,4767
4204579248,42,45,Upper Providence Township,Developed Community,79248,79248,2004,11084
4209179256,42,91,Upper Providence Township,Growing Suburb,79256,79256,2004,17744
4209179280,42,91,Upper Salford Township,Rural Area,79280,79280,2004,3114
4201779296,42,17,Upper Southampton Township,Developed Community,79296,79296,2004,15489
4202979352,42,29,Upper Uwchlan Township,Growing Suburb,79352,79352,2004,7583
4202979480,42,29,Uwchlan Township,Growing Suburb,79480,79480,2004,18160
4202979544,42,29,Valley Township,Growing Suburb,79544,79544,2004,5730
3400776220,34,7,Voorhees Township,Developed Community,76220,76220,2004,29209
4202980616,42,29,Wallace Township,Rural Area,80616,80616,2004,3295
4201780952,42,17,Warminster Township,Developed Community,80952,80952,2004,32080
4201781048,42,17,Warrington Township,Growing Suburb,81144,81048,2004,21025
4201781144,42,17,Warwick Township,Growing Suburb,83960,81144,2004,14219
4202981160,42,29,Warwick Township,Rural Area,81160,81160,2004,2669
3401577180,34,15,Washington Township,Developed Community,77180,77180,2004,51734
3400577150,34,5,Washington Township,Rural Area,77150,77150,2004,637
3400777630,34,7,Waterford Township,Rural Area,77630,77630,2004,10598
3401578110,34,15,Wenonah Borough,Developed Community,78110,78110,2004,2322
4202982544,42,29,West Bradford Township,Growing Suburb,82544,82544,2004,11458
4202982576,42,29,West Brandywine Township,Growing Suburb,82576,82576,2004,7584
4202982664,42,29,West Caln Township,Rural Area,82664,82664,2004,7546
4202982704,42,29,West Chester Borough,Developed Community,82704,82704,2004,18038
4209182736,42,91,West Conshohocken Borough,Developed Community,82736,82736,2004,1446
3401578800,34,15,West Deptford Township,Developed Community,78800,78800,2004,20430
4202982936,42,29,West Fallowfield Township,Rural Area,82936,82936,2004,2535
4202983080,42,29,West Goshen Township,Growing Suburb,83080,83080,2004,21043
4202983104,42,29,West Grove Borough,Developed Community,83104,83104,2004,2632
4202983464,42,29,West Marlborough Township,Rural Area,83464,83464,2004,870
4202983664,42,29,West Nantmeal Township,Rural Area,83664,83664,2004,2190
4209183696,42,91,West Norriton Township,Developed Community,83696,83696,2004,14762
4202983712,42,29,West Nottingham Township,Rural Area,83712,83712,2004,2748
4202983832,42,29,West Pikeland Township,Growing Suburb,83832,83832,2004,3884
4209183912,42,91,West Pottsgrove Township,Developed Community,83912,83912,2004,3791
4201783960,42,17,West Rockhill Township,Rural Area,83960,83960,2004,4574
4202983968,42,29,West Sadsbury Township,Rural Area,83968,83968,2004,2484
4202984160,42,29,West Vincent Township,Rural Area,84160,84160,2004,3646
4202984192,42,29,West Whiteland Township,Growing Suburb,84192,84192,2004,18116
3402180240,34,21,West Windsor Township,Developed Community,80240,80240,2004,24146
3400578200,34,5,Westampton Township,Growing Suburb,78200,78200,2004,8349
4202984104,42,29,Westtown Township,Growing Suburb,84104,84104,2004,10516
3401580120,34,15,Westville Borough,Developed Community,80120,80120,2004,4474
4209184624,42,91,Whitemarsh Township,Developed Community,84624,84624,2004,17008
4209184888,42,91,Whitpain Township,Developed Community,84888,84888,2004,18765
3400581440,34,5,Willingboro Township,Developed Community,81440,81440,2004,32859
4202985352,42,29,Willistown Township,Growing Suburb,85352,85352,2004,10681
3400781740,34,7,Winslow Township,Growing Suburb,81740,81740,2004,35787
3401582120,34,15,Woodbury City,Developed Community,82120,82120,2004,10445
3401582180,34,15,Woodbury Heights Borough,Developed Community,82180,82180,2004,3012
3400582420,34,5,Woodland Township,Rural Area,82420,82420,2004,1352
3400782450,34,7,Woodlynne Borough,Developed Community,82450,82450,2004,2745
3401582840,34,15,Woolwich Township,Growing Suburb,82840,82840,2004,6063
4209186496,42,91,Worcester Township,Growing Suburb,86496,86496,2004,8635
3400582960,34,5,Wrightstown Borough,Developed Community,82960,82960,2004,743
4201786624,42,17,Wrightstown Township,Rural Area,86624,86624,2004,2804
4201786920,42,17,Yardley Borough,Developed Community,86920,86920,2004,2516
4204586968,42,45,Yeadon Borough,Developed Community,86968,86968,2004,11462
4209100156,42,91,Abington Township,Developed Community,156,156,2005,54972
4204500676,42,45,Aldan Borough,Developed Community,676,676,2005,4266
4209102264,42,91,Ambler Borough,Developed Community,2264,2264,2005,6319
4204503336,42,45,Aston Township,Developed Community,3336,3336,2005,16721
4202903384,42,29,Atglen Borough,Developed Community,3384,3384,2005,1341
3400702200,34,7,Audubon Borough,Developed Community,2200,2200,2005,9006
3400702230,34,7,Audubon Park Borough,Developed Community,2230,2230,2005,1075
4202903656,42,29,Avondale Borough,Developed Community,3656,3656,2005,1090
3400703250,34,7,Barrington Borough,Developed Community,3250,3250,2005,7019
3400503370,34,5,Bass River Township,Rural Area,3370,3370,2005,1551
4201704976,42,17,Bedminster Township,Rural Area,4976,4976,2005,4900
3400704750,34,7,Bellmawr Borough,Developed Community,4750,4750,2005,11118
4201705616,42,17,Bensalem Township,Developed Community,5616,5616,2005,58259
3400705440,34,7,Berlin Borough,Developed Community,5440,5440,2005,7809
3400705470,34,7,Berlin Township,Developed Community,5470,5470,2005,5358
4204506024,42,45,Bethel Township,Growing Suburb,6024,6024,2005,9209
3400505740,34,5,Beverly City,Developed Community,5740,5740,2005,2647
4202906544,42,29,Birmingham Township,Growing Suburb,6544,6544,2005,4284
3400506670,34,5,Bordentown City,Developed Community,6670,6670,2005,3960
3400506700,34,5,Bordentown Township,Growing Suburb,6700,6700,2005,10202
4209108568,42,91,Bridgeport Borough,Developed Community,8568,8568,2005,4382
4201708592,42,17,Bridgeton Township,Rural Area,8592,8592,2005,1413
4201708760,42,17,Bristol Borough,Developed Community,8760,8760,2005,9737
4201708768,42,17,Bristol Township,Developed Community,8768,8768,2005,54105
4204509080,42,45,Brookhaven Borough,Developed Community,9080,9080,2005,7793
3400708170,34,7,Brooklawn Borough,Developed Community,8170,8170,2005,2299
4209109696,42,91,Bryn Athyn Borough,Developed Community,9696,9696,2005,1334
4201709816,42,17,Buckingham Township,Growing Suburb,9816,9816,2005,18309
3400508920,34,5,Burlington City,Developed Community,8920,8920,2005,9705
3400508950,34,5,Burlington Township,Growing Suburb,8950,8950,2005,21698
4202910824,42,29,Caln Township,Growing Suburb,10824,10824,2005,12153
3400710000,34,7,Camden City,Core City,10000,10000,2005,79611
4204512442,42,45,Chadds Ford Township,Growing Suburb,12442,12442,2005,3187
4201712504,42,17,Chalfont Borough,Developed Community,12504,12504,2005,4158
4202912744,42,29,Charlestown Township,Growing Suburb,12744,12744,2005,5914
4209112968,42,91,Cheltenham Township,Developed Community,12968,12968,2005,36765
3400712280,34,7,Cherry Hill Township,Developed Community,12280,12280,2005,71273
3400712550,34,7,Chesilhurst Borough,Developed Community,12550,12550,2005,1861
4204513208,42,45,Chester City,Core City,13208,13208,2005,36778
4204513232,42,45,Chester Heights Borough,Growing Suburb,13232,13232,2005,2461
4204513212,42,45,Chester Township,Developed Community,13212,13212,2005,4482
3400512670,34,5,Chesterfield Township,Rural Area,12670,12670,2005,6277
3400512940,34,5,Cinnaminson Township,Developed Community,12940,12940,2005,15005
3401513360,34,15,Clayton Borough,Growing Suburb,13360,13360,2005,7414
3400713420,34,7,Clementon Borough,Developed Community,13420,13420,2005,4925
4204514264,42,45,Clifton Heights Borough,Developed Community,14264,14264,2005,6582
4202914712,42,29,Coatesville City,Developed Community,14712,14712,2005,11426
4209115192,42,91,Collegeville Borough,Developed Community,15192,15192,2005,5020
4204515232,42,45,Collingdale Borough,Developed Community,15232,15232,2005,8446
3400714260,34,7,Collingswood Borough,Developed Community,14260,14260,2005,14040
4204515432,42,45,Colwyn Borough,Developed Community,15432,15432,2005,2379
4204515488,42,45,Concord Township,Growing Suburb,15488,15488,2005,15406
4209115848,42,91,Conshohocken Borough,Developed Community,15848,15848,2005,7676
4204518152,42,45,Darby Borough,Developed Community,18152,18152,2005,9988
4204518160,42,45,Darby Township,Developed Community,18160,18160,2005,9582
3400517080,34,5,Delanco Township,Developed Community,17080,17080,2005,3925
3400517440,34,5,Delran Township,Developed Community,17440,17440,2005,17231
3401517710,34,15,Deptford Township,Developed Community,17710,17710,2005,29579
4209119672,42,91,Douglass Township,Rural Area,19672,19672,2005,10150
4202919752,42,29,Downingtown Borough,Developed Community,19752,19752,2005,7810
4201719784,42,17,Doylestown Borough,Developed Community,19784,19784,2005,8158
4201719792,42,17,Doylestown Township,Developed Community,19792,19792,2005,18691
4201720104,42,17,Dublin Borough,Developed Community,20104,20104,2005,2162
4201720480,42,17,Durham Township,Rural Area,20480,20480,2005,1307
4202920824,42,29,East Bradford Township,Growing Suburb,20824,20824,2005,10060
4202920864,42,29,East Brandywine Township,Growing Suburb,20864,20864,2005,6464
4202920920,42,29,East Caln Township,Growing Suburb,20920,20920,2005,4191
4202921008,42,29,East Coventry Township,Growing Suburb,21008,21008,2005,5663
4202921104,42,29,East Fallowfield Township,Rural Area,21104,21104,2005,6664
4202921192,42,29,East Goshen Township,Growing Suburb,21192,21192,2005,17714
4209121200,42,91,East Greenville Borough,Developed Community,21200,21200,2005,3070
3401519180,34,15,East Greenwich Township,Growing Suburb,19180,19180,2005,6346
4204521384,42,45,East Lansdowne Borough,Developed Community,21384,21384,2005,2504
4202921480,42,29,East Marlborough Township,Growing Suburb,21480,21480,2005,7674
4202921576,42,29,East Nantmeal Township,Rural Area,21576,21576,2005,1860
4209121600,42,91,East Norriton Township,Developed Community,21600,21600,2005,13436
4202921624,42,29,East Nottingham Township,Growing Suburb,21624,21624,2005,7893
4202921696,42,29,East Pikeland Township,Growing Suburb,21696,21696,2005,6772
4201721760,42,17,East Rockhill Township,Rural Area,21760,21760,2005,5642
4202922000,42,29,East Vincent Township,Growing Suburb,22000,22000,2005,6404
4202922056,42,29,East Whiteland Township,Growing Suburb,22056,22056,2005,10384
3402119780,34,21,East Windsor Township,Growing Suburb,19780,19780,2005,26542
3400518790,34,5,Eastampton Township,Growing Suburb,18790,18790,2005,6663
4202921928,42,29,Easttown Township,Growing Suburb,21928,21928,2005,10333
4204522296,42,45,Eddystone Borough,Developed Community,22296,22296,2005,2366
3400520050,34,5,Edgewater Park Township,Developed Community,20050,20050,2005,7942
4204522584,42,45,Edgmont Township,Growing Suburb,22584,22584,2005,4122
3401521060,34,15,Elk Township,Rural Area,21060,21060,2005,3787
4202923032,42,29,Elk Township,Rural Area,23032,23032,2005,1470
4202923440,42,29,Elverson Borough,Developed Community,23440,23440,2005,1155
3400522110,34,5,Evesham Township,Growing Suburb,22110,22110,2005,46456
3402122185,34,21,Ewing Township,Developed Community,22185,22185,2005,36774
4201725112,42,17,Falls Township,Developed Community,25112,25112,2005,34029
3400523250,34,5,Fieldsboro Borough,Developed Community,23250,23250,2005,575
3400523850,34,5,Florence Township,Growing Suburb,23850,23850,2005,11329
4204526408,42,45,Folcroft Borough,Developed Community,26408,26408,2005,6859
4209127280,42,91,Franconia Township,Growing Suburb,27280,27280,2005,12204
3401524840,34,15,Franklin Township,Rural Area,24840,24840,2005,16587
4202927376,42,29,Franklin Township,Rural Area,27376,27376,2005,4247
3400726070,34,7,Gibbsboro Borough,Developed Community,26070,26070,2005,2457
3401526340,34,15,Glassboro Borough,Growing Suburb,26340,26340,2005,19212
4204529720,42,45,Glenolden Borough,Developed Community,29720,29720,2005,7263
3400726820,34,7,Gloucester City,Developed Community,26820,26820,2005,11558
3400726760,34,7,Gloucester Township,Developed Community,26760,26760,2005,65031
4209131088,42,91,Green Lane Borough,Developed Community,31088,31088,2005,583
3401528185,34,15,Greenwich Township,Growing Suburb,28185,28185,2005,4955
3400728800,34,7,Haddon Heights Borough,Developed Community,28800,28800,2005,7394
3400728740,34,7,Haddon Township,Developed Community,28740,28740,2005,14472
3400728770,34,7,Haddonfield Borough,Developed Community,28770,28770,2005,11539
3400529010,34,5,Hainesport Township,Growing Suburb,29010,29010,2005,6046
3402129310,34,21,Hamilton Township,Developed Community,29310,29310,2005,88898
3401530180,34,15,Harrison Township,Growing Suburb,30180,30180,2005,11230
4209133088,42,91,Hatboro Borough,Developed Community,33088,33088,2005,7249
4209133112,42,91,Hatfield Borough,Developed Community,33112,33112,2005,2855
4209133120,42,91,Hatfield Township,Growing Suburb,33120,33120,2005,17378
4204533144,42,45,Haverford Township,Developed Community,33144,33144,2005,48461
4201733224,42,17,Haycock Township,Rural Area,33224,33224,2005,2334
4202934448,42,29,Highland Township,Rural Area,34448,34448,2005,1190
3402131620,34,21,Hightstown Borough,Developed Community,31620,31620,2005,5233
4201734952,42,17,Hilltown Township,Growing Suburb,34952,34952,2005,12625
3400732220,34,7,Hi-Nella Borough,Developed Community,32220,32220,2005,1011
4202935528,42,29,Honey Brook Borough,Developed Community,35528,35528,2005,1483
4202935536,42,29,Honey Brook Township,Rural Area,35536,35536,2005,6706
3402133150,34,21,Hopewell Borough,Developed Community,33150,33150,2005,2014
3402133180,34,21,Hopewell Township,Rural Area,33180,33180,2005,17529
4209135808,42,91,Horsham Township,Growing Suburb,35808,35808,2005,24914
4201736192,42,17,Hulmeville Borough,Developed Community,36192,36192,2005,867
4201737304,42,17,Ivyland Borough,Developed Community,37304,37304,2005,796
4209138000,42,91,Jenkintown Borough,Developed Community,38000,38000,2005,4386
4202939352,42,29,Kennett Square Borough,Developed Community,39352,39352,2005,5259
4202939344,42,29,Kennett Township,Growing Suburb,39344,39344,2005,7181
4201741392,42,17,Langhorne Borough,Developed Community,41392,41392,2005,1963
4201741416,42,17,Langhorne Manor Borough,Developed Community,41416,41416,2005,1074
4209141432,42,91,Lansdale Borough,Developed Community,41432,41432,2005,15836
4204541440,42,45,Lansdowne Borough,Developed Community,41440,41440,2005,10726
3400739210,34,7,Laurel Springs Borough,Developed Community,39210,39210,2005,1933
3400739420,34,7,Lawnside Borough,Developed Community,39420,39420,2005,2776
3402139510,34,21,Lawrence Township,Developed Community,39510,39510,2005,31027
4209143312,42,91,Limerick Township,Growing Suburb,43312,43312,2005,16300
3400740440,34,7,Lindenwold Borough,Developed Community,40440,40440,2005,17189
3401541160,34,15,Logan Township,Growing Suburb,41160,41160,2005,6176
4202944440,42,29,London Britain Township,Rural Area,44440,44440,2005,2991
